ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-10-13,1485.1834249255694,-1351.718882883962,4253.90086554174,1485.1834249255694,1485.1834249255694,58.98565565935317,58.98565565935317,58.98565565935317,411.61042650140206,411.61042650140206,411.61042650140206,-352.62477084204886,-352.62477084204886,-352.62477084204886,0.0,0.0,0.0,1544.1690805849225
2014-10-14,1485.3008444237157,-1752.2870077355985,3664.2054331972295,1485.3008444237157,1485.3008444237157,-536.8444576217286,-536.8444576217286,-536.8444576217286,-172.03488485424478,-172.03488485424478,-172.03488485424478,-364.8095727674837,-364.8095727674837,-364.8095727674837,0.0,0.0,0.0,948.4563868019872
2014-10-15,1485.4182639218618,-2779.693918097814,2859.0290957889215,1485.4182639218618,1485.4182639218618,-1407.570734192416,-1407.570734192416,-1407.570734192416,-1040.4661540522095,-1040.4661540522095,-1040.4661540522095,-367.10458014020645,-367.10458014020645,-367.10458014020645,0.0,0.0,0.0,77.8475297294458
2014-10-16,1485.535683420008,-1688.83302299464,4010.73177430986,1485.535683420008,1485.535683420008,-203.40029113109458,-203.40029113109458,-203.40029113109458,156.035839208502,156.035839208502,156.035839208502,-359.43613033959656,-359.43613033959656,-359.43613033959656,0.0,0.0,0.0,1282.1353922889134
2014-10-17,1485.6531029181542,-1230.2121041451078,4238.97591985424,1485.6531029181542,1485.6531029181542,77.87082333368441,77.87082333368441,77.87082333368441,419.72081846520786,419.72081846520786,419.72081846520786,-341.84999513152343,-341.84999513152343,-341.84999513152343,0.0,0.0,0.0,1563.5239262518387
2014-10-18,1485.7705224163003,-1740.263568643638,3982.2500220014895,1485.7705224163003,1485.7705224163003,-293.02662546752083,-293.02662546752083,-293.02662546752083,21.485158004124184,21.485158004124184,21.485158004124184,-314.511783471645,-314.511783471645,-314.511783471645,0.0,0.0,0.0,1192.7438969487794
2014-10-19,1485.8879419144464,-1278.4148082313445,4309.098714128602,1485.8879419144464,1485.8879419144464,-74.05707032915029,-74.05707032915029,-74.05707032915029,203.64879672830025,203.64879672830025,203.64879672830025,-277.7058670574506,-277.7058670574506,-277.7058670574506,0.0,0.0,0.0,1411.830871585296
2014-10-20,1486.005360437303,-1211.34289372341,4569.9501195710745,1486.005360437303,1486.005360437303,179.77763447274572,179.77763447274572,179.77763447274572,411.610426501049,411.610426501049,411.610426501049,-231.83279202830332,-231.83279202830332,-231.83279202830332,0.0,0.0,0.0,1665.7829949100487
2014-10-21,1486.1227789601596,-1572.2472374332704,4005.003175415574,1486.1227789601596,1486.1227789601596,-349.4400395272797,-349.4400395272797,-349.4400395272797,-172.03488485540774,-172.03488485540774,-172.03488485540774,-177.40515467187197,-177.40515467187197,-177.40515467187197,0.0,0.0,0.0,1136.68273943288
2014-10-22,1486.2401974830163,-2385.812346245672,3251.1812305365224,1486.2401974830163,1486.2401974830163,-1155.5080897515484,-1155.5080897515484,-1155.5080897515484,-1040.4661540519814,-1040.4661540519814,-1040.4661540519814,-115.04193569956692,-115.04193569956692,-115.04193569956692,0.0,0.0,0.0,330.732107731468
2014-10-24,1486.4750345287296,-821.2650026749083,4842.757100992774,1486.4750345287296,1486.4750345287296,450.24887541253764,450.24887541253764,450.24887541253764,419.7208184642974,419.7208184642974,419.7208184642974,30.52805694824022,30.52805694824022,30.52805694824022,0.0,0.0,0.0,1936.7239099412673
2014-10-25,1486.592453051586,-1247.7598031141222,4334.071317661628,1486.592453051586,1486.592453051586,133.52225536241332,133.52225536241332,133.52225536241332,21.485158003571065,21.485158003571065,21.485158003571065,112.03709735884223,112.03709735884223,112.03709735884223,0.0,0.0,0.0,1620.1147084139993
2014-10-26,1486.7098715744428,-812.84362938798,4508.4472032979875,1486.7098715744428,1486.7098715744428,401.75664568969694,401.75664568969694,401.75664568969694,203.64879672788626,203.64879672788626,203.64879672788626,198.10784896181076,198.10784896181076,198.10784896181076,0.0,0.0,0.0,1888.4665172641398
2014-10-27,1486.8272900972993,-718.4669876623801,4884.648261305343,1486.8272900972993,1486.8272900972993,699.3365818164053,699.3365818164053,699.3365818164053,411.610426500696,411.610426500696,411.610426500696,287.7261553157094,287.7261553157094,287.7261553157094,0.0,0.0,0.0,2186.1638719137045
2014-10-28,1486.944708620156,-1193.7278028486876,4250.987391662829,1486.944708620156,1486.944708620156,207.80060802288412,207.80060802288412,207.80060802288412,-172.03488485342228,-172.03488485342228,-172.03488485342228,379.83549287630643,379.83549287630643,379.83549287630643,0.0,0.0,0.0,1694.74531664304
2014-10-29,1487.0621271430127,-1896.4006698080543,3763.15640103249,1487.0621271430127,1487.0621271430127,-567.1144165404528,-567.1144165404528,-567.1144165404528,-1040.4661540524137,-1040.4661540524137,-1040.4661540524137,473.3517375119607,473.3517375119607,473.3517375119607,0.0,0.0,0.0,919.9477106025599
2014-10-31,1487.296964188726,-267.6070300825541,5135.74122633124,1487.296964188726,1487.296964188726,1079.9449153024357,1079.9449153024357,1079.9449153024357,419.72081846434736,419.72081846434736,419.72081846434736,660.2240968380881,660.2240968380881,660.2240968380881,0.0,0.0,0.0,2567.241879491162
2014-11-01,1487.4143827115824,-467.4459708012188,4882.4209024243855,1487.4143827115824,1487.4143827115824,772.9012270644182,772.9012270644182,772.9012270644182,21.48515800416776,21.48515800416776,21.48515800416776,751.4160690602504,751.4160690602504,751.4160690602504,0.0,0.0,0.0,2260.3156097760007
2014-11-02,1487.5318012344392,-164.80543889499722,5210.2388223547105,1487.5318012344392,1487.5318012344392,1043.3681981778018,1043.3681981778018,1043.3681981778018,203.64879672736004,203.64879672736004,203.64879672736004,839.7194014504413,839.7194014504413,839.7194014504413,0.0,0.0,0.0,2530.899999412241
2014-11-03,1487.6492197572957,233.11637447959768,5570.583815724744,1487.6492197572957,1487.6492197572957,1335.7621788937247,1335.7621788937247,1335.7621788937247,411.61042650078053,411.61042650078053,411.61042650078053,924.1517523929441,924.1517523929441,924.1517523929441,0.0,0.0,0.0,2823.41139865102
2014-11-04,1487.7666382801524,-175.13055416435463,4961.0472793940735,1487.7666382801524,1487.7666382801524,831.7643677810697,831.7643677810697,831.7643677810697,-172.03488485458521,-172.03488485458521,-172.03488485458521,1003.799252635655,1003.799252635655,1003.799252635655,0.0,0.0,0.0,2319.531006061222
2014-11-05,1487.8840568030091,-1080.0891674793663,4186.310435170878,1487.8840568030091,1487.8840568030091,37.36514013770077,37.36514013770077,37.36514013770077,-1040.4661540526722,-1040.4661540526722,-1040.4661540526722,1077.8312941903732,1077.8312941903732,1077.8312941903732,0.0,0.0,0.0,1525.24919694071
2014-11-06,1488.0014753258656,183.68624762932345,5426.09877159765,1488.0014753258656,1488.0014753258656,1301.5500346011854,1301.5500346011854,1301.5500346011854,156.03583920946457,156.03583920946457,156.03583920946457,1145.5141953917207,1145.5141953917207,1145.5141953917207,0.0,0.0,0.0,2789.551509927051
2014-11-07,1488.1188938487223,169.7387206000223,5889.563155129088,1488.1188938487223,1488.1188938487223,1625.9442689243563,1625.9442689243563,1625.9442689243563,419.7208184643974,419.7208184643974,419.7208184643974,1206.223450459959,1206.223450459959,1206.223450459959,0.0,0.0,0.0,3114.0631627730786
2014-11-08,1488.2363123715788,63.0122685138492,5698.542456284107,1488.2363123715788,1488.2363123715788,1280.9394423533217,1280.9394423533217,1280.9394423533217,21.485158003267163,21.485158003267163,21.485158003267163,1259.4542843500542,1259.4542843500542,1259.4542843500542,0.0,0.0,0.0,2769.175754724901
2014-11-09,1488.3537308944356,133.14354245253332,5784.197967399722,1488.3537308944356,1488.3537308944356,1508.4790499205667,1508.4790499205667,1508.4790499205667,203.64879672805728,203.64879672805728,203.64879672805728,1304.8302531925094,1304.8302531925094,1304.8302531925094,0.0,0.0,0.0,2996.8327808150025
2014-11-10,1488.471149417292,576.6457200345153,6131.519957341084,1488.471149417292,1488.471149417292,1753.7200838051288,1753.7200838051288,1753.7200838051288,411.6104265012803,411.6104265012803,411.6104265012803,1342.1096573038485,1342.1096573038485,1342.1096573038485,0.0,0.0,0.0,3242.191233222421
2014-11-11,1488.5885679401486,26.84031742551084,5315.785824655222,1488.5885679401486,1488.5885679401486,1199.1546825227535,1199.1546825227535,1199.1546825227535,-172.0348848553229,-172.0348848553229,-172.0348848553229,1371.1895673780766,1371.1895673780766,1371.1895673780766,0.0,0.0,0.0,2687.7432504629023
2014-11-12,1488.7059864630053,-967.9000229533225,4510.554441586291,1488.7059864630053,1488.7059864630053,351.6411506442351,351.6411506442351,351.6411506442351,-1040.4661540525312,-1040.4661540525312,-1040.4661540525312,1392.107304696766,1392.107304696766,1392.107304696766,0.0,0.0,0.0,1840.3471371072403
2014-11-14,1488.9408235087185,670.5767647853012,6110.538612607048,1488.9408235087185,1488.9408235087185,1830.0178250651236,1830.0178250651236,1830.0178250651236,419.7208184649118,419.7208184649118,419.7208184649118,1410.297006600212,1410.297006600212,1410.297006600212,0.0,0.0,0.0,3318.958648573842
2014-11-15,1489.058242031575,46.93226715060305,5443.097281664706,1489.058242031575,1489.058242031575,1429.8058088287205,1429.8058088287205,1429.8058088287205,21.48515800386388,21.48515800386388,21.48515800386388,1408.3206508248566,1408.3206508248566,1408.3206508248566,0.0,0.0,0.0,2918.8640508602957
2014-11-16,1489.1756605544317,377.5018390748297,5929.665548441183,1489.1756605544317,1489.1756605544317,1603.3183547846904,1603.3183547846904,1603.3183547846904,203.6487967287546,203.6487967287546,203.6487967287546,1399.669558055936,1399.669558055936,1399.669558055936,0.0,0.0,0.0,3092.494015339122
2014-11-17,1489.2930790772884,512.9308571455002,6119.080698165359,1489.2930790772884,1489.2930790772884,1796.620909190135,1796.620909190135,1796.620909190135,411.61042650177984,411.61042650177984,411.61042650177984,1385.0104826883555,1385.0104826883555,1385.0104826883555,0.0,0.0,0.0,3285.9139882674235
2014-11-18,1489.410497600145,-97.60117846004246,5392.239803099759,1489.410497600145,1489.410497600145,1193.0684427795752,1193.0684427795752,1193.0684427795752,-172.03488485606064,-172.03488485606064,-172.03488485606064,1365.1033276356357,1365.1033276356357,1365.1033276356357,0.0,0.0,0.0,2682.4789403797204
2014-11-19,1489.5279161230017,-1025.4337352747266,4501.545235080192,1489.5279161230017,1489.5279161230017,300.31859647857,300.31859647857,300.31859647857,-1040.46615405279,-1040.46615405279,-1040.46615405279,1340.7847505313598,1340.7847505313598,1340.7847505313598,0.0,0.0,0.0,1789.8465126015717
2014-11-20,1489.6453346458582,76.71298216359455,5535.918697619688,1489.6453346458582,1489.6453346458582,1468.9857494552668,1468.9857494552668,1468.9857494552668,156.03583920859626,156.03583920859626,156.03583920859626,1312.9499102466705,1312.9499102466705,1312.9499102466705,0.0,0.0,0.0,2958.631084101125
2014-11-21,1489.7627531687149,438.36072196058126,6110.866991384023,1489.7627531687149,1489.7627531687149,1702.2535160330308,1702.2535160330308,1702.2535160330308,419.7208184640012,419.7208184640012,419.7208184640012,1282.5326975690298,1282.5326975690298,1282.5326975690298,0.0,0.0,0.0,3192.0162692017457
2014-11-22,1489.8801716915714,145.51695201973035,5416.379247292708,1489.8801716915714,1489.8801716915714,1271.9699986962603,1271.9699986962603,1271.9699986962603,21.485158002963317,21.485158002963317,21.485158002963317,1250.484840693297,1250.484840693297,1250.484840693297,0.0,0.0,0.0,2761.850170387832
2014-11-23,1489.997590214428,270.58341268066295,5799.613552839038,1489.997590214428,1489.997590214428,1421.4031123978862,1421.4031123978862,1421.4031123978862,203.6487967283406,203.6487967283406,203.6487967283406,1217.7543156695456,1217.7543156695456,1217.7543156695456,0.0,0.0,0.0,2911.4007026123145
2014-11-24,1490.1150087372848,76.32716929171366,5842.710987012335,1490.1150087372848,1490.1150087372848,1596.873949303963,1596.873949303963,1596.873949303963,411.61042650186454,411.61042650186454,411.61042650186454,1185.2635228020984,1185.2635228020984,1185.2635228020984,0.0,0.0,0.0,3086.9889580412478
2014-11-25,1490.2324272601413,-325.18743544504036,5489.0052427289265,1490.2324272601413,1490.2324272601413,981.8528261802714,981.8528261802714,981.8528261802714,-172.03488485450032,-172.03488485450032,-172.03488485450032,1153.8877110347717,1153.8877110347717,1153.8877110347717,0.0,0.0,0.0,2472.085253440413
2014-11-26,1490.349845782998,-1122.9303301061543,4315.94281663006,1490.349845782998,1490.349845782998,83.96798859636378,83.96798859636378,83.96798859636378,-1040.4661540526483,-1040.4661540526483,-1040.4661540526483,1124.4341426490123,1124.4341426490123,1124.4341426490123,0.0,0.0,0.0,1574.3178343793618
2014-11-27,1490.4672643058545,-106.11900762637433,5453.970708853677,1490.4672643058545,1490.4672643058545,1253.6583286238158,1253.6583286238158,1253.6583286238158,156.03583920926505,156.03583920926505,156.03583920926505,1097.6224894145505,1097.6224894145505,1097.6224894145505,0.0,0.0,0.0,2744.1255929296703
2014-11-28,1490.5846828287113,181.30928600179547,5807.976617042303,1490.5846828287113,1490.5846828287113,1493.7877567164485,1493.7877567164485,1493.7877567164485,419.7208184630908,419.7208184630908,419.7208184630908,1074.0669382533579,1074.0669382533579,1074.0669382533579,0.0,0.0,0.0,2984.37243954516
2014-11-29,1490.7021013515678,-198.5359778059999,5288.9542234602095,1490.7021013515678,1490.7021013515678,1075.7456173466646,1075.7456173466646,1075.7456173466646,21.485158004362447,21.485158004362447,21.485158004362447,1054.260459342302,1054.260459342302,1054.260459342302,0.0,0.0,0.0,2566.447718698232
2014-11-30,1490.8195198744245,-90.9428375353827,5473.241978694034,1490.8195198744245,1490.8195198744245,1242.2104493093084,1242.2104493093084,1242.2104493093084,203.64879672892567,203.64879672892567,203.64879672892567,1038.5616525803828,1038.5616525803828,1038.5616525803828,0.0,0.0,0.0,2733.0299691837326
2014-12-01,1490.936938397281,206.33719424851262,5739.826946159767,1490.936938397281,1490.936938397281,1438.7949664565851,1438.7949664565851,1438.7949664565851,411.61042650151137,411.61042650151137,411.61042650151137,1027.184539955074,1027.184539955074,1027.184539955074,0.0,0.0,0.0,2929.731904853866
2014-12-02,1491.0543610976213,-263.22320038402205,5040.902708884081,1491.0543610976213,1491.0543610976213,848.1567275209793,848.1567275209793,848.1567275209793,-172.03488485566328,-172.03488485566328,-172.03488485566328,1020.1916123766426,1020.1916123766426,1020.1916123766426,0.0,0.0,0.0,2339.2110886186006
2014-12-03,1491.1717837979616,-1297.0104336603551,4195.800099024345,1491.1717837979616,1491.1717837979616,-22.975782936861332,-22.975782936861332,-22.975782936861332,-1040.4661540524207,-1040.4661540524207,-1040.4661540524207,1017.4903711155594,1017.4903711155594,1017.4903711155594,0.0,0.0,0.0,1468.1960008611002
2014-12-04,1491.2892064983018,-27.772901381258098,5456.042815275153,1491.2892064983018,1491.2892064983018,1174.869366690974,1174.869366690974,1174.869366690974,156.0358392105149,156.0358392105149,156.0358392105149,1018.8335274804588,1018.8335274804588,1018.8335274804588,0.0,0.0,0.0,2666.1585731892756
2014-12-05,1491.406629198642,300.3584894201502,5708.264015142631,1491.406629198642,1491.406629198642,1443.5437599361328,1443.5437599361328,1443.5437599361328,419.72081846360516,419.72081846360516,419.72081846360516,1023.8229414725276,1023.8229414725276,1023.8229414725276,0.0,0.0,0.0,2934.950389134775
2014-12-06,1491.5240518989822,-418.62537012094185,5521.310546537614,1491.5240518989822,1491.5240518989822,1053.402450731508,1053.402450731508,1053.402450731508,21.485158003809357,21.485158003809357,21.485158003809357,1031.9172927276984,1031.9172927276984,1031.9172927276984,0.0,0.0,0.0,2544.92650263049
2014-12-07,1491.6414745993225,11.322965898893791,5420.009556450621,1491.6414745993225,1491.6414745993225,1246.0921839091902,1246.0921839091902,1246.0921839091902,203.64879672851163,203.64879672851163,203.64879672851163,1042.4433871806787,1042.4433871806787,1042.4433871806787,0.0,0.0,0.0,2737.7336585085127
2014-12-08,1491.7588972996627,256.8161576878421,5680.754758924686,1491.7588972996627,1491.7588972996627,1466.2213392423018,1466.2213392423018,1466.2213392423018,411.61042650115843,411.61042650115843,411.61042650115843,1054.6109127411437,1054.6109127411437,1054.6109127411437,0.0,0.0,0.0,2957.9802365419646
2014-12-09,1491.876320000003,-406.29930357267807,5135.043486592553,1491.876320000003,1491.876320000003,895.4954842945557,895.4954842945557,895.4954842945557,-172.03488485367777,-172.03488485367777,-172.03488485367777,1067.5303691482334,1067.5303691482334,1067.5303691482334,0.0,0.0,0.0,2387.371804294559
2014-12-10,1491.9937427003433,-1323.1654588901308,4098.85520739389,1491.9937427003433,1491.9937427003433,39.767659280936286,39.767659280936286,39.767659280936286,-1040.4661540528525,-1040.4661540528525,-1040.4661540528525,1080.2338133337887,1080.2338133337887,1080.2338133337887,0.0,0.0,0.0,1531.7614019812795
2014-12-12,1492.228588101024,275.89869794761637,5669.677302175615,1492.228588101024,1492.228588101024,1520.590121750778,1520.590121750778,1520.590121750778,419.7208184636552,419.7208184636552,419.7208184636552,1100.8693032871229,1100.8693032871229,1100.8693032871229,0.0,0.0,0.0,3012.818709851802
2014-12-13,1492.3460108013642,-57.76175620177108,5313.871504908617,1492.3460108013642,1492.3460108013642,1128.1753438052758,1128.1753438052758,1128.1753438052758,21.485158003256156,21.485158003256156,21.485158003256156,1106.6901858020199,1106.6901858020199,1106.6901858020199,0.0,0.0,0.0,2620.5213546066398
2014-12-14,1492.4634335017045,55.76505721977972,5620.762239990652,1492.4634335017045,1492.4634335017045,1311.774855861115,1311.774855861115,1311.774855861115,203.6487967292089,203.6487967292089,203.6487967292089,1108.126059131906,1108.126059131906,1108.126059131906,0.0,0.0,0.0,2804.238289362819
2014-12-15,1492.5808562020447,422.6143931319233,5935.613297637191,1492.5808562020447,1492.5808562020447,1515.8028706857574,1515.8028706857574,1515.8028706857574,411.6104265016582,411.6104265016582,411.6104265016582,1104.1924441840995,1104.1924441840995,1104.1924441840995,0.0,0.0,0.0,3008.3837268878024
2014-12-16,1492.698278902385,-312.8555559733848,5048.456177184213,1492.698278902385,1492.698278902385,921.9465616733042,921.9465616733042,921.9465616733042,-172.03488485254277,-172.03488485254277,-172.03488485254277,1093.981446525847,1093.981446525847,1093.981446525847,0.0,0.0,0.0,2414.644840575689
2014-12-17,1492.8157016027253,-1131.1713205254537,4287.6671867855985,1492.8157016027253,1492.8157016027253,36.22084552401038,36.22084552401038,36.22084552401038,-1040.4661540526247,-1040.4661540526247,-1040.4661540526247,1076.6869995766351,1076.6869995766351,1076.6869995766351,0.0,0.0,0.0,1529.0365471267357
2014-12-19,1493.0505470034057,334.6278227601803,5699.247962919048,1493.0505470034057,1493.0505470034057,1437.9910770485108,1437.9910770485108,1437.9910770485108,419.7208184651301,419.7208184651301,419.7208184651301,1018.2702585833806,1018.2702585833806,1018.2702585833806,0.0,0.0,0.0,2931.041624051916
2014-12-20,1493.167969703746,-42.57449359771429,5108.835601051787,1493.167969703746,1493.167969703746,997.7272659755861,997.7272659755861,997.7272659755861,21.485158002703038,21.485158002703038,21.485158002703038,976.2421079728831,976.2421079728831,976.2421079728831,0.0,0.0,0.0,2490.895235679332
2014-12-21,1493.2853924040862,-179.78621807737272,5377.225359895627,1493.2853924040862,1493.2853924040862,1128.999627679956,1128.999627679956,1128.999627679956,203.64879672757144,203.64879672757144,203.64879672757144,925.3508309523845,925.3508309523845,925.3508309523845,0.0,0.0,0.0,2622.285020084042
2014-12-22,1493.4028151044265,138.5263139184754,5557.013574445671,1493.4028151044265,1493.4028151044265,1277.202251748936,1277.202251748936,1277.202251748936,411.61042650088996,411.61042650088996,411.61042650088996,865.5918252480461,865.5918252480461,865.5918252480461,0.0,0.0,0.0,2770.6050668533626
2014-12-23,1493.5202378047668,-641.5399651221843,4968.817108003624,1493.5202378047668,1493.5202378047668,625.1198842636586,625.1198842636586,625.1198842636586,-172.03488485285524,-172.03488485285524,-172.03488485285524,797.1547691165138,797.1547691165138,797.1547691165138,0.0,0.0,0.0,2118.6401220684256
2014-12-24,1493.637660505107,-1530.9005339216867,3914.9076647809825,1493.637660505107,1493.637660505107,-320.0411328375702,-320.0411328375702,-320.0411328375702,-1040.4661540523969,-1040.4661540523969,-1040.4661540523969,720.4250212148268,720.4250212148268,720.4250212148268,0.0,0.0,0.0,1173.596527667537
2014-12-26,1493.8725059057876,-314.4360404993059,5176.097492126596,1493.8725059057876,1493.8725059057876,964.3037715023341,964.3037715023341,964.3037715023341,419.7208184646841,419.7208184646841,419.7208184646841,544.5829530376501,544.5829530376501,544.5829530376501,0.0,0.0,0.0,2458.1762774081217
2014-12-27,1493.9899286061277,-1058.9777529229607,4673.317389212972,1493.9899286061277,1493.9899286061277,468.65209809427773,468.65209809427773,468.65209809427773,21.485158004102146,21.485158004102146,21.485158004102146,447.1669400901755,447.1669400901755,447.1669400901755,0.0,0.0,0.0,1962.6420267004055
2014-12-28,1494.107351306468,-696.1482809539585,4668.699412652428,1494.107351306468,1494.107351306468,548.4701679587307,548.4701679587307,548.4701679587307,203.6487967282687,203.6487967282687,203.6487967282687,344.82137123046203,344.82137123046203,344.82137123046203,0.0,0.0,0.0,2042.5775192651986
2014-12-29,1494.2247740068083,-628.9881271469103,4791.949240940265,1494.2247740068083,1494.2247740068083,650.3797258133033,650.3797258133033,650.3797258133033,411.61042650138955,411.61042650138955,411.61042650138955,238.76929931191364,238.76929931191364,238.76929931191364,0.0,0.0,0.0,2144.6044998201114
2014-12-30,1494.3421967071486,-1337.6219150384477,4298.535995552506,1494.3421967071486,1494.3421967071486,-41.69171048143417,-41.69171048143417,-41.69171048143417,-172.03488485401815,-172.03488485401815,-172.03488485401815,130.34317437258395,130.34317437258395,130.34317437258395,0.0,0.0,0.0,1452.6504862257143
2014-12-31,1494.4596194074888,-2252.2873711909892,3176.6411762603343,1494.4596194074888,1494.4596194074888,-1019.5089911522368,-1019.5089911522368,-1019.5089911522368,-1040.4661540521693,-1040.4661540521693,-1040.4661540521693,20.957162899932346,20.957162899932346,20.957162899932346,0.0,0.0,0.0,474.950628255252
2015-01-02,1494.6944648081694,-910.639327399501,4442.160421686064,1494.6944648081694,1494.6944648081694,224.90882235681286,224.90882235681286,224.90882235681286,419.72081846473395,419.72081846473395,419.72081846473395,-194.81199610792112,-194.81199610792112,-194.81199610792112,0.0,0.0,0.0,1719.6032871649822
2015-01-03,1494.8118875085095,-1606.5663703855353,4126.469275283138,1494.8118875085095,1494.8118875085095,-276.75268104594045,-276.75268104594045,-276.75268104594045,21.485158002399146,21.485158002399146,21.485158002399146,-298.2378390483396,-298.2378390483396,-298.2378390483396,0.0,0.0,0.0,1218.059206462569
2015-01-04,1494.9293102088498,-1179.9374896231936,4152.963449644909,1494.9293102088498,1494.9293102088498,-193.12642149057308,-193.12642149057308,-193.12642149057308,203.648796728966,203.648796728966,203.648796728966,-396.77521821953906,-396.77521821953906,-396.77521821953906,0.0,0.0,0.0,1301.8028887182768
2015-01-05,1495.04673290919,-1172.1746295779533,4199.37179915492,1495.04673290919,1495.04673290919,-77.4677676155978,-77.4677676155978,-77.4677676155978,411.61042650062154,411.61042650062154,411.61042650062154,-489.07819411621944,-489.07819411621944,-489.07819411621944,0.0,0.0,0.0,1417.5789652935923
2015-01-06,1495.1641556095303,-2118.561213386284,3377.2272968127227,1495.1641556095303,1495.1641556095303,-745.9464983367898,-745.9464983367898,-745.9464983367898,-172.03488485288307,-172.03488485288307,-172.03488485288307,-573.9116134839065,-573.9116134839065,-573.9116134839065,0.0,0.0,0.0,749.2176572727406
2015-01-09,1495.5164237105512,-1630.6831267796722,4115.639783781779,1495.5164237105512,1495.5164237105512,-353.77867459171074,-353.77867459171074,-353.77867459171074,419.72081846382355,419.72081846382355,419.72081846382355,-773.4994930555343,-773.4994930555343,-773.4994930555343,0.0,0.0,0.0,1141.7377491188404
2015-01-10,1495.6338464108915,-2248.374260669994,3462.526166734624,1495.6338464108915,1495.6338464108915,-797.7947642472632,-797.7947642472632,-797.7947642472632,21.485158002995853,21.485158002995853,21.485158002995853,-819.279922250259,-819.279922250259,-819.279922250259,0.0,0.0,0.0,697.8390821636283
2015-01-12,1495.868691811572,-1916.781382936697,3575.205170226799,1495.868691811572,1495.868691811572,-465.9392894574206,-465.9392894574206,-465.9392894574206,411.6104265015589,411.6104265015589,411.6104265015589,-877.5497159589795,-877.5497159589795,-877.5497159589795,0.0,0.0,0.0,1029.9294023541515
2015-01-13,1495.9861145119123,-2409.0975123841013,3124.1956249372856,1495.9861145119123,1495.9861145119123,-1062.155480551645,-1062.155480551645,-1062.155480551645,-172.03488485362084,-172.03488485362084,-172.03488485362084,-890.1205956980242,-890.1205956980242,-890.1205956980242,0.0,0.0,0.0,433.8306339602673
2015-01-17,1496.4558053132732,-2197.2774845145213,3444.4627976340184,1496.4558053132732,1496.4558053132732,-820.1712373490265,-820.1712373490265,-820.1712373490265,21.485158004394968,21.485158004394968,21.485158004394968,-841.6563953534213,-841.6563953534213,-841.6563953534213,0.0,0.0,0.0,676.2845679642468
2015-01-19,1496.6906507139538,-1636.1670091287176,3732.2781356600244,1496.6906507139538,1496.6906507139538,-360.0812309032316,-360.0812309032316,-360.0812309032316,411.61042650120595,411.61042650120595,411.61042650120595,-771.6916574044375,-771.6916574044375,-771.6916574044375,0.0,0.0,0.0,1136.609419810722
2015-01-23,1497.160341515315,-1391.9522983626248,4131.424195463264,1497.160341515315,1497.160341515315,-175.39526639035847,-175.39526639035847,-175.39526639035847,419.72081846438783,419.72081846438783,419.72081846438783,-595.1160848547463,-595.1160848547463,-595.1160848547463,0.0,0.0,0.0,1321.7650751249564
2015-01-24,1497.2777646026636,-1720.5133696138384,3740.132726248907,1497.2777646026636,1497.2777646026636,-531.0000855291162,-531.0000855291162,-531.0000855291162,21.485158003841757,21.485158003841757,21.485158003841757,-552.4852435329578,-552.4852435329578,-552.4852435329578,0.0,0.0,0.0,966.2776790735475
2015-01-26,1497.512610777361,-1526.140847650123,3885.4236953770123,1497.512610777361,1497.512610777361,-68.0559025015403,-68.0559025015403,-68.0559025015403,411.6104265008529,411.6104265008529,411.6104265008529,-479.6663290023931,-479.6663290023931,-479.6663290023931,0.0,0.0,0.0,1429.4567082758208
2015-01-27,1497.6300338647097,-1823.0952523494307,3642.2775965601704,1497.6300338647097,1497.6300338647097,-624.1664784363784,-624.1664784363784,-624.1664784363784,-172.0348848550962,-172.0348848550962,-172.0348848550962,-452.1315935812822,-452.1315935812822,-452.1315935812822,0.0,0.0,0.0,873.4635554283313
2015-01-28,1497.7474569520587,-2623.6695376003217,2664.3294236821357,1497.7474569520587,1497.7474569520587,-1472.4876281661313,-1472.4876281661313,-1472.4876281661313,-1040.466154052577,-1040.466154052577,-1040.466154052577,-432.02147411355435,-432.02147411355435,-432.02147411355435,0.0,0.0,0.0,25.25982878592731
2015-01-30,1497.9823031267558,-1453.9092504765445,4111.846140802796,1497.9823031267558,1497.9823031267558,2.2940485049312596,2.2940485049312596,2.2940485049312596,419.72081846443785,419.72081846443785,419.72081846443785,-417.42676995950666,-417.42676995950666,-417.42676995950666,0.0,0.0,0.0,1500.276351631687
2015-01-31,1498.0997262141045,-1596.938442804115,3662.005089719292,1498.0997262141045,1498.0997262141045,-402.5674454166277,-402.5674454166277,-402.5674454166277,21.485158004438436,21.485158004438436,21.485158004438436,-424.0526034210662,-424.0526034210662,-424.0526034210662,0.0,0.0,0.0,1095.5322807974767
2015-02-03,1498.4519954761508,-1792.7386126758256,3543.8808791466395,1498.4519954761508,1498.4519954761508,-673.128718564826,-673.128718564826,-673.128718564826,-172.03488485396122,-172.03488485396122,-172.03488485396122,-501.09383371086494,-501.09383371086494,-501.09383371086494,0.0,0.0,0.0,825.3232769113248
